update_step,env_step,returned_episode_returns,return_red,return_green,eat_own_coins,loss
1,256000,-0.00020703126210719347,0.04400000348687172,-0.058000002056360245,24.48046875,0.0
2,512000,-0.2069101631641388,44.0160026550293,-58.02000427246094,25.35546875,0.0
3,768000,-0.0862421914935112,59.9900016784668,-77.9800033569336,24.50390625,0.0
4,1024000,-0.3895781338214874,49.98600387573242,-57.980003356933594,21.3359375,0.0
5,1280000,0.6557968854904175,36.00200271606445,-38.00400161743164,22.58203125,0.0
6,1536000,0.20241406559944153,38.0,-41.9900016784668,19.92578125,0.0
7,1792000,-0.5063672065734863,38.0160026550293,-32.02000045776367,22.94921875,0.0
8,2048000,0.9365977048873901,53.9900016784668,-52.012001037597656,21.953125,0.0
9,2304000,0.03708203136920929,43.992000579833984,-63.96200180053711,21.8671875,0.0
10,2560000,1.959589958190918,35.99800109863281,-26.012001037597656,20.9140625,0.0
11,2816000,0.6143085956573486,34.00600051879883,-37.98400115966797,23.91796875,0.0
12,3072000,1.6400742530822754,40.0,-22.00800132751465,22.1640625,0.0
13,3328000,1.0896680355072021,40.00800323486328,-30.024002075195312,21.359375,0.0
14,3584000,0.9129804968833923,47.996002197265625,-53.98600387573242,21.7578125,0.0
15,3840000,-0.16679687798023224,43.996002197265625,-39.974002838134766,21.24609375,0.0
16,4096000,1.0037500858306885,39.992000579833984,-14.006000518798828,23.05078125,0.0
17,4352000,0.8485351800918579,31.990001678466797,-19.98400115966797,23.16796875,0.0
18,4608000,1.7262579202651978,21.998001098632812,-3.994000196456909,22.984375,0.0
19,4864000,1.4210625886917114,20.022001266479492,1.936000108718872,23.03515625,0.0
20,5120000,0.610910177230835,41.992000579833984,-61.970001220703125,22.4453125,0.0
21,5376000,2.1415703296661377,33.98800277709961,-31.970001220703125,22.328125,0.0
22,5632000,-0.8128046989440918,22.02400016784668,-2.0240001678466797,23.296875,0.0
23,5888000,2.7831993103027344,45.9900016784668,-26.016000747680664,23.5859375,0.0
24,6144000,0.8280507922172546,36.013999938964844,-42.00200271606445,22.1015625,0.0
25,6400000,0.7547539472579956,49.98600387573242,-43.97600173950195,24.73828125,0.0
26,6656000,1.5995352268218994,35.992000579833984,-19.98200035095215,22.23828125,0.0
27,6912000,-0.42408984899520874,28.02800178527832,-2.068000078201294,22.82421875,0.0
28,7168000,1.264457106590271,55.98200225830078,-69.96400451660156,22.40234375,0.0
29,7424000,0.0982343778014183,38.00400161743164,-34.02000045776367,24.31640625,0.0
30,7680000,0.6760039329528809,41.99800109863281,-53.9900016784668,21.11328125,0.0
31,7936000,0.8994765877723694,40.00400161743164,-44.000003814697266,25.55859375,0.0
32,8192000,1.936023473739624,43.98600387573242,-43.974002838134766,24.91015625,0.0
33,8448000,0.4621250331401825,30.000001907348633,-17.988000869750977,25.73828125,0.0
34,8704000,1.6482617855072021,30.012001037597656,-6.048000335693359,23.47265625,0.0
35,8960000,1.4742149114608765,41.99800109863281,-53.97600173950195,25.5,0.0
36,9216000,3.0293829441070557,40.0160026550293,-30.040000915527344,23.67578125,0.0
37,9472000,1.1669336557388306,55.98400115966797,-69.9520034790039,25.3515625,0.0
38,9728000,4.03181266784668,40.0160026550293,-22.07400131225586,22.94921875,0.0
39,9984000,0.6933281421661377,55.98400115966797,-95.9260025024414,24.6484375,0.0
40,10240000,2.6120352745056152,39.99800109863281,-22.032001495361328,23.73046875,0.0
41,10496000,1.3692461252212524,37.9900016784668,-53.95000076293945,25.49609375,0.0
42,10752000,3.4228127002716064,27.990001678466797,-4.00600004196167,21.98046875,0.0
43,11008000,0.4598984718322754,18.013999938964844,-9.982000350952148,25.64453125,0.0
44,11264000,3.3214924335479736,32.00800323486328,7.974000453948975,23.66015625,0.0
45,11520000,0.5996601581573486,39.980003356933594,-17.952001571655273,24.87109375,0.0
46,11776000,2.60135555267334,20.00200080871582,29.942001342773438,24.30859375,0.0
47,12032000,2.395382881164551,22.022001266479492,-28.022001266479492,24.2734375,0.0
48,12288000,3.2438790798187256,44.01000213623047,-50.01400375366211,24.95703125,0.0
49,12544000,1.0331993103027344,53.974002838134766,-63.928001403808594,23.92578125,0.0
50,12800000,2.9802072048187256,28.006000518798828,7.960000514984131,24.859375,0.0
51,13056000,2.7193477153778076,34.02799987792969,-32.052001953125,26.6484375,0.0
52,13312000,3.314812660217285,61.996002197265625,-83.96200561523438,23.50390625,0.0
53,13568000,1.7243516445159912,57.96600341796875,-45.94200134277344,24.390625,0.0
54,13824000,3.4163360595703125,24.010000228881836,11.970000267028809,24.71875,0.0
55,14080000,1.7852344512939453,34.02000045776367,-18.076000213623047,24.8359375,0.0
56,14336000,1.8645859956741333,53.99200439453125,-93.98400115966797,27.05078125,0.0
57,14592000,3.167449474334717,45.97200393676758,-77.92400360107422,24.63671875,0.0
58,14848000,2.6482579708099365,18.036001205444336,-2.058000087738037,25.015625,0.0
59,15104000,2.468355655670166,53.96000289916992,-59.90800094604492,25.53515625,0.0
60,15360000,2.075089931488037,14.04800033569336,31.880001068115234,24.1640625,0.0
61,15616000,2.9459376335144043,61.9900016784668,-87.98400115966797,26.6328125,0.0
62,15872000,3.567488431930542,51.99400329589844,-72.00200653076172,23.56640625,0.0
63,16128000,0.7482383251190186,45.99800109863281,-73.95800018310547,26.36328125,0.0
64,16384000,2.890500068664551,43.98600387573242,-32.0,24.33203125,0.0
65,16640000,2.765824317932129,29.998001098632812,-31.928001403808594,26.3046875,0.0
66,16896000,2.964215040206909,28.022001266479492,39.88200378417969,23.5859375,0.0
67,17152000,2.3359181880950928,50.01400375366211,-77.98400115966797,26.3359375,0.0
68,17408000,2.3180508613586426,63.95600128173828,-61.952003479003906,24.54296875,0.0
69,17664000,3.9591524600982666,20.020000457763672,-14.008000373840332,26.56640625,0.0
70,17920000,2.1752188205718994,40.0,-22.006000518798828,22.83203125,0.0
71,18176000,1.6140313148498535,40.00200271606445,-28.006000518798828,26.7265625,0.0
72,18432000,2.3637423515319824,41.97200012207031,-33.952003479003906,23.91796875,0.0
73,18688000,2.8243906497955322,14.054000854492188,13.902000427246094,27.2109375,0.0
74,18944000,2.9964611530303955,67.96800231933594,-83.94800567626953,27.07421875,0.0
75,19200000,3.3647305965423584,36.022003173828125,-32.04199981689453,27.21484375,0.0
76,19456000,4.809762001037598,57.98400115966797,-73.98600006103516,24.0390625,0.0
77,19712000,2.075636863708496,42.00400161743164,-59.98800277709961,27.0,0.0
78,19968000,3.491140842437744,45.98200225830078,-47.980003356933594,24.86328125,0.0
79,20224000,2.4475977420806885,28.022001266479492,-28.0260009765625,27.66015625,0.0
80,20480000,4.726195335388184,50.00400161743164,-54.006004333496094,24.41796875,0.0
81,20736000,0.46119141578674316,53.95600128173828,-59.91800308227539,26.51953125,0.0
82,20992000,4.614269733428955,10.01400089263916,21.95800018310547,24.93359375,0.0
83,21248000,1.7020078897476196,24.024002075195312,-20.022001266479492,26.3359375,0.0
84,21504000,4.485691547393799,47.9640007019043,-41.91600036621094,24.41796875,0.0
85,21760000,1.899570345878601,12.02400016784668,41.948001861572266,25.9140625,0.0
86,22016000,3.03055477142334,36.022003173828125,-10.042000770568848,26.296875,0.0
87,22272000,2.3381993770599365,57.97200393676758,-51.96600341796875,28.06640625,0.0
88,22528000,4.594191551208496,29.98400115966797,-17.976001739501953,22.796875,0.0
89,22784000,1.1343984603881836,14.020000457763672,6.022000312805176,27.43359375,0.0
90,23040000,2.7162930965423584,34.01000213623047,27.91600227355957,24.83203125,0.0
91,23296000,0.26612111926078796,44.00800323486328,-55.98200225830078,27.609375,0.0
92,23552000,4.661699295043945,51.98600387573242,-38.013999938964844,27.125,0.0
93,23808000,2.3017070293426514,37.98400115966797,-51.910003662109375,29.08203125,0.0
94,24064000,3.226086139678955,22.00200080871582,37.96600341796875,25.95703125,0.0
95,24320000,2.750187635421753,24.016000747680664,3.9740002155303955,30.5703125,0.0
96,24576000,2.938093900680542,40.018001556396484,-22.032001495361328,27.5,0.0
97,24832000,3.5331838130950928,57.96800231933594,-53.95000076293945,29.43359375,0.0
98,25088000,5.460968971252441,26.0260009765625,-4.056000232696533,26.39453125,0.0
